Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL23x0kuBcOoVAaUxQ Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java - startLine: 220;startOffset: 18;endOffset: 51;endLine: 220,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""String contains no format specifiers.""",MAJOR,10min,Key: AYUL23xKkuBcOoVAaUxO Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 481;startOffset: 20;endOffset: 89;endLine: 481,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""String contains no format specifiers.""",MAJOR,10min,Key: AYUL23xKkuBcOoVAaUxP Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 545;startOffset: 16;endOffset: 84;endLine: 545,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1124:  ""Reorder the modifiers to comply with the Java Language Specification.""",MINOR,2min,Key: AYUL23I1kuBcOoVAaUxH Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/utils/KnxHelper.java - startLine: 29;startOffset: 17;endOffset: 23;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.util.logging.Level'.""",MINOR,2min,Key: AYUL23T4kuBcOoVAaUxL Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/readwrite/utils/StaticHelper.java - startLine: 23;startOffset: 7;endOffset: 30;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.util.logging.LogRecord'.""",MINOR,2min,Key: AYUL23T4kuBcOoVAaUxM Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/readwrite/utils/StaticHelper.java - startLine: 25;startOffset: 7;endOffset: 34;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unnecessary import: java.lang classes are always implicitly imported.""",MINOR,2min,Key: AYUL23T4kuBcOoVAaUxK Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/readwrite/utils/StaticHelper.java - startLine: 26;startOffset: 7;endOffset: 23;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL23T4kuBcOoVAaUxI Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/readwrite/utils/StaticHelper.java - startLine: 88;startOffset: 20;endOffset: 40;endLine: 88,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL23T4kuBcOoVAaUxJ Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/readwrite/utils/StaticHelper.java - startLine: 89;startOffset: 20;endOffset: 40;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYUL2365kuBcOoVAaUxR Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/protocol/S7ProtocolEventLogic.java - startLine: 211;startOffset: 18;endOffset: 27;endLine: 211,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove these unused method parameters all string.""",MAJOR,5min,Key: AYUL2365kuBcOoVAaUxS Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/protocol/S7ProtocolEventLogic.java - startLine: 211;startOffset: 34;endOffset: 37;endLine: 211,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.log4j.Level'.""",MINOR,2min,Key: AYUL24kokuBcOoVAaUxj Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 25;startOffset: 7;endOffset: 29;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYUL24kokuBcOoVAaUxc Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 113;startOffset: 29;endOffset: 51;endLine: 113,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxe Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 113;startOffset: 16;endOffset: 52;endLine: 113,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxf Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 213;startOffset: 16;endOffset: 68;endLine: 213,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxg Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 216;startOffset: 20;endOffset: 89;endLine: 216,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""String contains no format specifiers.""",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxh Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 254;startOffset: 20;endOffset: 92;endLine: 254,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYUL24kokuBcOoVAaUxd Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 268;startOffset: 33;endOffset: 53;endLine: 268,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxi Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 268;startOffset: 20;endOffset: 54;endLine: 268,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxl Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 118;startOffset: 40;endOffset: 109;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxm Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 119;startOffset: 40;endOffset: 100;endLine: 119,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxn Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 122;startOffset: 43;endOffset: 106;endLine: 123,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYUL24rWkuBcOoVAaUxq Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 77;startOffset: 21;endOffset: 52;endLine: 77,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24rWkuBcOoVAaUxr Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 77;startOffset: 8;endOffset: 53;endLine: 77,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24rWkuBcOoVAaUxs Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 92;startOffset: 8;endOffset: 73;endLine: 92,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unnecessary import: java.lang classes are always implicitly imported.""",MINOR,2min,Key: AYUL24tRkuBcOoVAaUxu Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/CliOptions.java - startLine: 23;startOffset: 7;endOffset: 23;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""String contains no format specifiers.""",MAJOR,10min,Key: AYUL24o3kuBcOoVAaUxp Path: Analisi-1:plc4j/examples/hello-world-plc4x-discover-and-browse/src/main/java/org/apache/plc4x/java/examples/helloplc4x/discoverandbrowse/HelloPlc4xDiscoverAndBrowse.java - startLine: 71;startOffset: 8;endOffset: 52;endLine: 77,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL24o3kuBcOoVAaUxo Path: Analisi-1:plc4j/examples/hello-world-plc4x-discover-and-browse/src/main/java/org/apache/plc4x/java/examples/helloplc4x/discoverandbrowse/HelloPlc4xDiscoverAndBrowse.java - startLine: 72;startOffset: 12;endOffset: 58;endLine: 72,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unnecessary import: java.lang classes are always implicitly imported.""",MINOR,2min,Key: AYUL24ljkuBcOoVAaUxk Path: Analisi-1:plc4j/examples/hello-world-plc4x-write/src/main/java/org/apache/plc4x/java/examples/helloplc4x/write/CliOptions.java - startLine: 24;startOffset: 7;endOffset: 23;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal **************************** 4 times.""",CRITICAL,10min,Key: AYUL24sZkuBcOoVAaUxt Path: Analisi-1:plc4j/examples/plc4j-s7event/src/main/java/org/apache/plc4x/examples/plc4j/s7event/EventSubscription.java - startLine: 70;startOffset: 32;endOffset: 62;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL24dKkuBcOoVAaUxW Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/bacnet/protocol/BacnetServerAdapter.java - startLine: 55;startOffset: 20;endOffset: 34;endLine: 55,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL24dKkuBcOoVAaUxX Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/bacnet/protocol/BacnetServerAdapter.java - startLine: 140;startOffset: 28;endOffset: 47;endLine: 140,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL24dKkuBcOoVAaUxY Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/bacnet/protocol/BacnetServerAdapter.java - startLine: 193;startOffset: 24;endOffset: 43;endLine: 193,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""String contains no format specifiers.""",MAJOR,10min,Key: AYUL24iCkuBcOoVAaUxb Path: Analisi-1:plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/utils/ArpUtils.java - startLine: 319;startOffset: 11;endOffset: 114;endLine: 319,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYUL24akkuBcOoVAaUxU Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/manual/ManualTest.java - startLine: 136;startOffset: 28;endOffset: 63;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYUL24akkuBcOoVAaUxV Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/manual/ManualTest.java - startLine: 136;startOffset: 16;endOffset: 64;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYUL24YNkuBcOoVAaUxT Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/parserserializer/ParserSerializerTestsuiteRunner.java - startLine: 189;startOffset: 28;endOffset: 75;endLine: 189,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.types.PlcValueType'.""",MINOR,2min,Key: AYTizPbHrw1gdFIeCChf Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/messages/PlcBrowseItem.java - startLine: 22;startOffset: 7;endOffset: 51;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.util.List'.""",MINOR,2min,Key: AYTizPbHrw1gdFIeCChg Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/messages/PlcBrowseItem.java - startLine: 25;startOffset: 7;endOffset: 21;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1452:  ""Remove usage of generic wildcard type.""",CRITICAL,20min,Key: AYTizPbtrw1gdFIeCChh Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/messages/PlcBrowseRequest.java - startLine: 40;startOffset: 22;endOffset: 23;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYTizPeGrw1gdFIeCChi Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/types/PlcValueType.java - startLine: 61;startOffset: 4;endOffset: 10;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYTizPeGrw1gdFIeCChj Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/types/PlcValueType.java - startLine: 62;startOffset: 4;endOffset: 8;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove these unused method parameters tag data.""",MAJOR,5min,Key: AYTizP2jrw1gdFIeCCiM Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 242;startOffset: 69;endOffset: 72;endLine: 242,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1144:  ""Remove this unused private decodeReadResponseUnsignedBytePlcValue method.""",MAJOR,5min,Key: AYTizP2jrw1gdFIeCCiP Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 242;startOffset: 21;endOffset: 59;endLine: 242,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused shorts local variable.""",MINOR,5min,Key: AYTizP2jrw1gdFIeCCiN Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 243;startOffset: 16;endOffset: 22;endLine: 243,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTizP2jrw1gdFIeCCiO Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 243;startOffset: 32;endOffset: 94;endLine: 243,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 29 to the 15 allowed.""",CRITICAL,19min,Key: AYTizP_4rw1gdFIeCCi1 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 470;startOffset: 48;endOffset: 69;endLine: 470,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1161:  ""Add the @Override annotation above this method signature""",MAJOR,5min,Key: AYTizP_4rw1gdFIeCCi3 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 470;startOffset: 48;endOffset: 69;endLine: 470,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable query.""",MAJOR,15min,Key: AYTizP_4rw1gdFIeCCi2 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 475;startOffset: 27;endOffset: 62;endLine: 475,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused query local variable.""",MINOR,5min,Key: AYTizP_4rw1gdFIeCCi4 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 475;startOffset: 21;endOffset: 26;endLine: 475,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1751:  ""Remove this throw statement or make it conditional.""",MAJOR,5min,Key: AYTizP_4rw1gdFIeCCi5 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 529;startOffset: 12;endOffset: 17;endLine: 529,Reliability (Bugs)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTizP_4rw1gdFIeCCix Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 529;startOffset: 22;endOffset: 38;endLine: 529,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Tags are null 3 times.""",CRITICAL,8min,Key: AYTizP_4rw1gdFIeCCiy Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 600;startOffset: 67;endOffset: 82;endLine: 600,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCi0 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 638;startOffset: 43;endOffset: 85;endLine: 638,Reliability (Bugs)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCiz Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 937;startOffset: 45;endOffset: 87;endLine: 937,Reliability (Bugs)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'DefaultPlcSubscriptionTag.class::cast'.""",MINOR,2min,Key: AYTizP_4rw1gdFIeCCi6 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1201;startOffset: 21;endOffset: 23;endLine: 1201,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1905:  ""Remove this unnecessary cast to AdsTag.""",MINOR,5min,Key: AYTizP_4rw1gdFIeCCi7 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1203;startOffset: 97;endOffset: 105;endLine: 1203,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYTizP_4rw1gdFIeCCi8 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1205;startOffset: 0;endOffset: 78;endLine: 1205,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1155:  ""Use isEmpty() to check whether the collection is empty or not.""",MINOR,2min,Key: AYTizP_4rw1gdFIeCCi9 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1206;startOffset: 40;endOffset: 70;endLine: 1206,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1905:  ""Remove this unnecessary cast to AdsTag.""",MINOR,5min,Key: AYTizP_4rw1gdFIeCCi- Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1254;startOffset: 106;endOffset: 114;endLine: 1254,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed.""",CRITICAL,22min,Key: AYTizP_4rw1gdFIeCCi_ Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1409;startOffset: 59;endOffset: 77;endLine: 1409,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTizP_4rw1gdFIeCCjA Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1519;startOffset: 28;endOffset: 105;endLine: 1519,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYTizP_4rw1gdFIeCCjC Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1521;startOffset: 0;endOffset: 93;endLine: 1521,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTizP_4rw1gdFIeCCjB Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1522;startOffset: 26;endOffset: 79;endLine: 1522,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable addressData.""",MAJOR,15min,Key: AYTizP_4rw1gdFIeCCjD Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1539;startOffset: 27;endOffset: 90;endLine: 1540,Maintenance (Code Smells)
